country,year,sex,age,suicides_no,population,rate
Iceland,1982,female,55-74 years,3,16500,18.18181818
Iceland,1982,female,75+ years,0,5800,0
Iceland,1982,male,15-24 years,3,22700,13.21585903
Iceland,1982,male,25-34 years,7,19200,36.45833333
Iceland,1982,male,35-54 years,3,24000,12.5
Iceland,1982,male,5-14 years,0,21200,0
Iceland,1982,male,55-74 years,2,15600,12.82051282
Iceland,1982,male,75+ years,0,4200,0
Iceland,1983,female,15-24 years,0,21700,0
Iceland,1983,female,25-34 years,1,18500,5.405405405
Iceland,1983,female,35-54 years,4,23900,16.73640167
Iceland,1983,female,5-14 years,0,20100,0
Iceland,1983,female,55-74 years,2,16800,11.9047619
Iceland,1983,female,75+ years,0,5900,0
Iceland,1983,male,15-24 years,6,22600,26.54867257
Iceland,1983,male,25-34 years,4,19700,20.30456853
Iceland,1983,male,35-54 years,9,24600,36.58536585
Iceland,1983,male,5-14 years,1,21200,4.716981132
Iceland,1983,male,55-74 years,11,15800,69.62025316
Iceland,1983,male,75+ years,2,4300,46.51162791
Iceland,1984,female,15-24 years,0,21500,0
Iceland,1984,female,25-34 years,1,18900,5.291005291
Iceland,1984,female,35-54 years,5,24500,20.40816327
Iceland,1984,female,5-14 years,0,20300,0
Iceland,1984,female,55-74 years,1,17100,5.847953216
Iceland,1984,female,75+ years,0,6100,0
Iceland,1984,male,15-24 years,11,22300,49.32735426
Iceland,1984,male,25-34 years,4,20200,19.8019802
Iceland,1984,male,35-54 years,11,25100,43.8247012
Iceland,1984,male,5-14 years,1,21300,4.694835681
Iceland,1984,male,55-74 years,9,16000,56.25
Iceland,1984,male,75+ years,1,4300,23.25581395
Iceland,1985,female,15-24 years,0,21200,0
Iceland,1985,female,25-34 years,0,19400,0
Iceland,1985,female,35-54 years,3,25000,12
Iceland,1985,female,5-14 years,0,20400,0
Iceland,1985,female,55-74 years,4,17500,22.85714286
Iceland,1985,female,75+ years,0,6100,0
Iceland,1985,male,15-24 years,7,21900,31.96347032
Iceland,1985,male,25-34 years,5,20500,24.3902439
Iceland,1985,male,35-54 years,7,25800,27.13178295
Iceland,1985,male,5-14 years,0,21400,0
Iceland,1985,male,55-74 years,5,16400,30.48780488
Iceland,1985,male,75+ years,1,4500,22.22222222
Iceland,1986,female,15-24 years,1,20900,4.784688995
Iceland,1986,female,25-34 years,1,19600,5.102040816
Iceland,1986,female,35-54 years,3,25500,11.76470588
Iceland,1986,female,5-14 years,0,20600,0
Iceland,1986,female,55-74 years,5,17800,28.08988764
Iceland,1986,female,75+ years,2,6300,31.74603175
Iceland,1986,male,15-24 years,5,21700,23.04147465
Iceland,1986,male,25-34 years,6,20700,28.98550725
Iceland,1986,male,35-54 years,8,26400,30.3030303
Iceland,1986,male,5-14 years,1,21700,4.608294931
Iceland,1986,male,55-74 years,4,16700,23.95209581
Iceland,1986,male,75+ years,1,4400,22.72727273
Iceland,1987,female,15-24 years,0,21000,0
Iceland,1987,female,25-34 years,2,19900,10.05025126
Iceland,1987,female,35-54 years,2,26200,7.633587786
Iceland,1987,female,5-14 years,0,20600,0
Iceland,1987,female,55-74 years,10,18100,55.24861878
Iceland,1987,female,75+ years,0,6500,0
Iceland,1987,male,15-24 years,4,21700,18.43317972
Iceland,1987,male,25-34 years,4,21100,18.95734597
Iceland,1987,male,35-54 years,6,27100,22.1402214
Iceland,1987,male,5-14 years,1,21800,4.587155963
Iceland,1987,male,55-74 years,5,17000,29.41176471
Iceland,1987,male,75+ years,2,4600,43.47826087
Iceland,1988,female,15-24 years,0,21200,0
Iceland,1988,female,25-34 years,1,20600,4.854368932
Iceland,1988,female,35-54 years,2,26900,7.434944238
Iceland,1988,female,5-14 years,0,20600,0
Iceland,1988,female,55-74 years,1,18400,5.434782609
Iceland,1988,female,75+ years,1,6600,15.15151515
Iceland,1988,male,15-24 years,8,21900,36.52968037
Iceland,1988,male,25-34 years,4,21500,18.60465116
Iceland,1988,male,35-54 years,11,28000,39.28571429
Iceland,1988,male,5-14 years,0,21700,0
Iceland,1988,male,55-74 years,7,17200,40.69767442
Iceland,1988,male,75+ years,0,4600,0
Iceland,1989,female,15-24 years,0,21000,0
Iceland,1989,female,25-34 years,1,20900,4.784688995
Iceland,1989,female,35-54 years,0,27800,0
Iceland,1989,female,5-14 years,0,20700,0
Iceland,1989,female,55-74 years,4,18500,21.62162162
Iceland,1989,female,75+ years,1,6700,14.92537313
Iceland,1989,male,15-24 years,6,21800,27.52293578
Iceland,1989,male,25-34 years,2,21700,9.216589862
Iceland,1989,male,35-54 years,6,29100,20.6185567
Iceland,1989,male,5-14 years,0,21700,0
Iceland,1989,male,55-74 years,2,17500,11.42857143
Iceland,1989,male,75+ years,0,4600,0
Iceland,1990,female,15-24 years,1,20700,4.830917874
Iceland,1990,female,25-34 years,1,21100,4.739336493
Iceland,1990,female,35-54 years,3,28600,10.48951049
Iceland,1990,female,5-14 years,0,20600,0
Iceland,1990,female,55-74 years,0,18700,0
Iceland,1990,female,75+ years,0,6800,0
Iceland,1990,male,15-24 years,10,21400,46.72897196
Iceland,1990,male,25-34 years,9,21700,41.47465438
Iceland,1990,male,35-54 years,8,29800,26.84563758
Iceland,1990,male,5-14 years,0,21500,0
Iceland,1990,male,55-74 years,8,17700,45.19774011
Iceland,1990,male,75+ years,0,4700,0
Iceland,1991,female,15-24 years,1,20600,4.854368932
Iceland,1991,female,25-34 years,0,21300,0
Iceland,1991,female,35-54 years,3,29500,10.16949153
Iceland,1991,female,5-14 years,1,20600,4.854368932
Iceland,1991,female,55-74 years,3,19000,15.78947368
Iceland,1991,female,75+ years,0,7000,0
Iceland,1991,male,15-24 years,13,21300,61.03286385
Iceland,1991,male,25-34 years,3,21900,13.69863014
Iceland,1991,male,35-54 years,6,30900,19.41747573
Iceland,1991,male,5-14 years,0,21300,0
Iceland,1991,male,55-74 years,5,17700,28.24858757
Iceland,1991,male,75+ years,2,4800,41.66666667
Iceland,1992,female,15-24 years,0,20500,0
Iceland,1992,female,25-34 years,1,21400,4.672897196
Iceland,1992,female,35-54 years,2,30500,6.557377049
Iceland,1992,female,5-14 years,0,20500,0
Iceland,1992,female,55-74 years,2,19000,10.52631579
Iceland,1992,female,75+ years,0,7000,0
Iceland,1992,male,15-24 years,4,21200,18.86792453
Iceland,1992,male,25-34 years,9,21900,41.09589041
Iceland,1992,male,35-54 years,6,31900,18.80877743
Iceland,1992,male,5-14 years,0,21400,0
Iceland,1992,male,55-74 years,4,17900,22.34636872
Iceland,1992,male,75+ years,0,4800,0
Iceland,1993,female,15-24 years,0,20400,0
Iceland,1993,female,25-34 years,1,21200,4.716981132
Iceland,1993,female,35-54 years,4,31500,12.6984127
Iceland,1993,female,5-14 years,0,20700,0
Iceland,1993,female,55-74 years,2,19000,10.52631579
Iceland,1993,female,75+ years,0,7300,0
Iceland,1993,male,15-24 years,5,21000,23.80952381
Iceland,1993,male,25-34 years,3,21700,13.82488479
Iceland,1993,male,35-54 years,7,32800,21.34146341
Iceland,1993,male,5-14 years,0,21800,0
Iceland,1993,male,55-74 years,4,18100,22.09944751
Iceland,1993,male,75+ years,0,5000,0
Iceland,1994,female,15-24 years,1,20500,4.87804878
Iceland,1994,female,25-34 years,0,21000,0
Iceland,1994,female,35-54 years,0,32500,0
Iceland,1994,female,5-14 years,0,20700,0
Iceland,1994,female,55-74 years,1,19200,5.208333333
Iceland,1994,female,75+ years,2,7300,27.39726027
Iceland,1994,male,15-24 years,5,21100,23.69668246
Iceland,1994,male,25-34 years,4,21500,18.60465116
Iceland,1994,male,35-54 years,8,33800,23.66863905
Iceland,1994,male,5-14 years,0,21900,0
Iceland,1994,male,55-74 years,4,18200,21.97802198
Iceland,1994,male,75+ years,0,5000,0
Iceland,1995,female,15-24 years,0,20500,0
Iceland,1995,female,25-34 years,2,20700,9.661835749
Iceland,1995,female,35-54 years,1,33400,2.994011976
Iceland,1995,female,5-14 years,0,20700,0
Iceland,1995,female,55-74 years,1,19400,5.154639175
Iceland,1995,female,75+ years,1,7500,13.33333333
Iceland,1995,male,15-24 years,4,21300,18.77934272
Iceland,1995,male,25-34 years,8,21000,38.0952381
Iceland,1995,male,35-54 years,5,34900,14.32664756
Iceland,1995,male,5-14 years,0,21900,0
Iceland,1995,male,55-74 years,5,18300,27.32240437
Iceland,1995,male,75+ years,0,5100,0
Iceland,1996,female,15-24 years,1,20700,4.830917874
Iceland,1996,female,25-34 years,0,20400,0
Iceland,1996,female,35-54 years,2,34300,5.83090379
Iceland,1996,female,5-14 years,0,20800,0
Iceland,1996,female,55-74 years,1,19400,5.154639175
Iceland,1996,female,75+ years,1,7600,13.15789474
Iceland,1996,male,15-24 years,4,21500,18.60465116
Iceland,1996,male,25-34 years,9,20500,43.90243902
Iceland,1996,male,35-54 years,8,35700,22.40896359
Iceland,1996,male,5-14 years,1,21900,4.566210046
Iceland,1996,male,55-74 years,4,18300,21.8579235
Iceland,1996,male,75+ years,2,5400,37.03703704
Iceland,1997,female,15-24 years,2,20753,9.637160892
Iceland,1997,female,25-34 years,1,20279,4.931209626
Iceland,1997,female,35-54 years,3,35184,8.526603001
Iceland,1997,female,5-14 years,0,20807,0
Iceland,1997,female,55-74 years,1,19635,5.092946269
Iceland,1997,female,75+ years,0,7772,0
Iceland,1997,male,15-24 years,3,21667,13.84594083
Iceland,1997,male,25-34 years,3,20431,14.68356909
Iceland,1997,male,35-54 years,10,36576,27.34033246
Iceland,1997,male,5-14 years,0,21845,0
Iceland,1997,male,55-74 years,8,18551,43.12435987
Iceland,1997,male,75+ years,2,5429,36.83919691
Iceland,1998,female,15-24 years,1,20765,4.81579581
Iceland,1998,female,25-34 years,2,20400,9.803921569
Iceland,1998,female,35-54 years,3,36107,8.308638214
Iceland,1998,female,5-14 years,0,20954,0
Iceland,1998,female,55-74 years,0,19896,0
Iceland,1998,female,75+ years,1,8020,12.46882793
Iceland,1998,male,15-24 years,5,21660,23.08402585
Iceland,1998,male,25-34 years,4,20591,19.4259628
Iceland,1998,male,35-54 years,9,37412,24.05645248
Iceland,1998,male,5-14 years,0,21960,0
Iceland,1998,male,55-74 years,4,18929,21.13159702
Iceland,1998,male,75+ years,1,5559,17.98884691
Iceland,1999,female,15-24 years,2,20961,9.541529507
Iceland,1999,female,25-34 years,2,20328,9.838646202
Iceland,1999,female,35-54 years,1,37010,2.70197244
Iceland,1999,female,5-14 years,0,21225,0
Iceland,1999,female,55-74 years,2,20236,9.883376161
Iceland,1999,female,75+ years,0,8193,0
Iceland,1999,male,15-24 years,4,21657,18.46977882
Iceland,1999,male,25-34 years,4,20700,19.3236715
Iceland,1999,male,35-54 years,14,38386,36.47163028
Iceland,1999,male,5-14 years,0,22231,0
Iceland,1999,male,55-74 years,1,19176,5.214851898
Iceland,1999,male,75+ years,1,5717,17.49169145
Iceland,2000,female,15-24 years,1,21102,4.738887309
Iceland,2000,female,25-34 years,0,20451,0
Iceland,2000,female,35-54 years,4,37863,10.56440324
Iceland,2000,female,5-14 years,0,21521,0
Iceland,2000,female,55-74 years,3,20653,14.52573476
Iceland,2000,female,75+ years,0,8330,0
Iceland,2000,male,15-24 years,13,21730,59.82512655
Iceland,2000,male,25-34 years,13,20851,62.34712963
Iceland,2000,male,35-54 years,10,39024,25.62525625
Iceland,2000,male,5-14 years,0,22548,0
Iceland,2000,male,55-74 years,6,19771,30.34747863
Iceland,2000,male,75+ years,0,5879,0
Iceland,2001,female,15-24 years,0,21182,0
Iceland,2001,female,25-34 years,2,20597,9.710151964
Iceland,2001,female,35-54 years,5,38708,12.91722641
Iceland,2001,female,5-14 years,0,21737,0
Iceland,2001,female,55-74 years,1,21059,4.74856356
Iceland,2001,female,75+ years,0,8552,0
Iceland,2001,male,15-24 years,8,21707,36.85447091
Iceland,2001,male,25-34 years,5,21119,23.67536342
Iceland,2001,male,35-54 years,9,39779,22.62500314
Iceland,2001,male,5-14 years,0,22929,0
Iceland,2001,male,55-74 years,4,20268,19.73554371
Iceland,2001,male,75+ years,2,6101,32.78151123
Iceland,2002,female,15-24 years,1,21091,4.741358873
Iceland,2002,female,25-34 years,2,20483,9.764194698
Iceland,2002,female,35-54 years,4,39430,10.14455998
Iceland,2002,female,5-14 years,0,21996,0
Iceland,2002,female,55-74 years,2,21481,9.310553512
Iceland,2002,female,75+ years,1,8798,11.3662196
Iceland,2002,male,15-24 years,3,21620,13.8760407
Iceland,2002,male,25-34 years,7,20997,33.33809592
Iceland,2002,male,35-54 years,4,40266,9.933939304
Iceland,2002,male,5-14 years,0,23134,0
Iceland,2002,male,55-74 years,6,20853,28.77283844
Iceland,2002,male,75+ years,0,6306,0
Iceland,2003,female,15-24 years,0,21105,0
Iceland,2003,female,25-34 years,1,20281,4.930723337
Iceland,2003,female,35-54 years,1,39836,2.510292198
Iceland,2003,female,5-14 years,0,21939,0
Iceland,2003,female,55-74 years,4,22054,18.13729936
Iceland,2003,female,75+ years,0,9063,0
Iceland,2003,male,15-24 years,5,21857,22.87596651
Iceland,2003,male,25-34 years,1,20791,4.80977346
Iceland,2003,male,35-54 years,8,40516,19.74528581
Iceland,2003,male,5-14 years,0,22892,0
Iceland,2003,male,55-74 years,6,21464,27.95378308
Iceland,2003,male,75+ years,0,6532,0
Iceland,2004,female,15-24 years,1,21091,4.741358873
Iceland,2004,female,25-34 years,4,20526,19.48747929
Iceland,2004,female,35-54 years,2,40199,4.975248141
Iceland,2004,female,5-14 years,0,21899,0
Iceland,2004,female,55-74 years,2,22573,8.860142648
Iceland,2004,female,75+ years,0,9282,0
Iceland,2004,male,15-24 years,6,21991,27.28388886
Iceland,2004,male,25-34 years,4,21106,18.95195679
Iceland,2004,male,35-54 years,9,41248,21.81923972
Iceland,2004,male,5-14 years,0,22791,0
Iceland,2004,male,55-74 years,4,22162,18.04891255
Iceland,2004,male,75+ years,3,6720,44.64285714
Iceland,2005,female,15-24 years,0,21198,0
Iceland,2005,female,25-34 years,0,20904,0
Iceland,2005,female,35-54 years,6,40540,14.80019734
Iceland,2005,female,5-14 years,0,21721,0
Iceland,2005,female,55-74 years,3,23186,12.9388424
Iceland,2005,female,75+ years,0,9566,0
Iceland,2005,male,15-24 years,3,22100,13.57466063
Iceland,2005,male,25-34 years,6,21570,27.81641168
Iceland,2005,male,35-54 years,10,41539,24.07376201
Iceland,2005,male,5-14 years,0,22712,0
Iceland,2005,male,55-74 years,5,22932,21.80359323
Iceland,2005,male,75+ years,0,6961,0
Iceland,2006,female,15-24 years,0,21657,0
Iceland,2006,female,25-34 years,1,21650,4.618937644
Iceland,2006,female,35-54 years,6,40957,14.64951046
Iceland,2006,female,5-14 years,0,21538,0
Iceland,2006,female,55-74 years,3,23797,12.60663109
Iceland,2006,female,75+ years,0,9927,0
Iceland,2006,male,15-24 years,6,22771,26.34930394
Iceland,2006,male,25-34 years,2,23135,8.644910309
Iceland,2006,male,35-54 years,10,44013,22.72055983
Iceland,2006,male,5-14 years,0,22494,0
Iceland,2006,male,55-74 years,4,23812,16.79825298
Iceland,2006,male,75+ years,0,7248,0
Iceland,2007,female,15-24 years,1,22072,4.530627039
Iceland,2007,female,25-34 years,2,22098,9.050592814
Iceland,2007,female,35-54 years,1,41594,2.404192912
Iceland,2007,female,5-14 years,0,21535,0
Iceland,2007,female,55-74 years,2,24464,8.175277959
Iceland,2007,female,75+ years,1,10165,9.837678308
Iceland,2007,male,15-24 years,7,23231,30.13215101
Iceland,2007,male,25-34 years,6,24445,24.54489671
Iceland,2007,male,35-54 years,12,45690,26.26395272
Iceland,2007,male,5-14 years,0,22312,0
Iceland,2007,male,55-74 years,2,24652,8.112932014
Iceland,2007,male,75+ years,3,7454,40.24684733
Iceland,2008,female,15-24 years,0,22861,0
Iceland,2008,female,25-34 years,2,22818,8.76501008
Iceland,2008,female,35-54 years,4,42525,9.406231628
Iceland,2008,female,5-14 years,0,21461,0
Iceland,2008,female,55-74 years,5,25254,19.79884375
Iceland,2008,female,75+ years,0,10302,0
Iceland,2008,male,15-24 years,4,24143,16.5679493
Iceland,2008,male,25-34 years,5,25691,19.46206843
Iceland,2008,male,35-54 years,10,46462,21.522965
Iceland,2008,male,5-14 years,0,22177,0
Iceland,2008,male,55-74 years,7,25539,27.40906065
Iceland,2008,male,75+ years,1,7603,13.15270288
Iceland,2009,female,15-24 years,0,22973,0
Iceland,2009,female,25-34 years,0,22959,0
Iceland,2009,female,35-54 years,6,42732,14.04099972
Iceland,2009,female,5-14 years,0,21382,0
Iceland,2009,female,55-74 years,1,26010,3.844675125
Iceland,2009,female,75+ years,0,10439,0
Iceland,2009,male,15-24 years,2,23991,8.336459506
Iceland,2009,male,25-34 years,6,24715,24.27675501
Iceland,2009,male,35-54 years,10,44805,22.31893762
Iceland,2009,male,5-14 years,0,22143,0
Iceland,2009,male,55-74 years,10,26267,38.07058286
Iceland,2009,male,75+ years,1,7788,12.84026708
Iceland,2010,female,15-24 years,1,22907,4.365477802
Iceland,2010,female,25-34 years,1,22558,4.433017111
Iceland,2010,female,35-54 years,5,42526,11.75751305
Iceland,2010,female,5-14 years,0,21185,0
Iceland,2010,female,55-74 years,3,26898,11.15324559
Iceland,2010,female,75+ years,0,10606,0
Iceland,2010,male,15-24 years,6,23905,25.0993516
Iceland,2010,male,25-34 years,8,23610,33.88394748
Iceland,2010,male,35-54 years,11,43584,25.23861968
Iceland,2010,male,5-14 years,1,21935,4.558924094
Iceland,2010,male,55-74 years,7,26976,25.9489917
Iceland,2010,male,75+ years,3,7930,37.83102144
Iceland,2011,female,15-24 years,1,22926,4.361859897
Iceland,2011,female,25-34 years,1,22337,4.476876931
Iceland,2011,female,35-54 years,1,42475,2.354326074
Iceland,2011,female,5-14 years,0,21068,0
Iceland,2011,female,55-74 years,2,27822,7.188555819
Iceland,2011,female,75+ years,0,10762,0
Iceland,2011,male,15-24 years,2,24083,8.304613213
Iceland,2011,male,25-34 years,5,23085,21.65908599
Iceland,2011,male,35-54 years,8,43120,18.5528757
Iceland,2011,male,5-14 years,1,21828,4.581271761
Iceland,2011,male,55-74 years,6,27936,21.47766323
Iceland,2011,male,75+ years,0,8033,0
Iceland,2012,female,15-24 years,2,22968,8.707767328
Iceland,2012,female,25-34 years,2,22249,8.989168052
Iceland,2012,female,35-54 years,3,42450,7.067137809
Iceland,2012,female,5-14 years,0,21068,0
Iceland,2012,female,55-74 years,4,28784,13.89660923
